Id LotShape LotArea OverallCond YrSold SalePrice
2778 Reg 3960 8 2006 158893.5431
2779 Reg 7745 6 2006 189579.6507
2780 Reg 7741 5 2006 165229.8035
2781 Reg 5633 7 2006 162186.0712
2782 Reg 7200 5 2006 166374.8799
2783 Reg 7614 5 2006 161665.185
2784 Reg 6000 7 2006 175079.3288
2785 Reg 6000 7 2006 203840.87399999998
2786 Reg 7830 5 2006 152129.0789
2787 Reg 9576 7 2006 181012.1414
2788 Reg 5747 4 2006 161305.535
2789 Reg 6300 6 2006 203326.393
2790 Reg 5976 7 2006 168385.5711
2791 Reg 9750 5 2006 183564.3652
2792 Reg 4761 3 2006 163784.6194
2793 IR1 11737 7 2006 171989.1922
2794 Reg 6120 5 2006 180839.9562
2795 Reg 6120 7 2006 170895.9232
2796 IR2 11672 5 2006 174071.0548
2797 IR3 33120 5 2006 259423.8591
2798 Reg 10320 5 2006 188000.8247
2799 Reg 7518 8 2006 179171.7036
2800 Reg 9000 4 2006 171022.2414
2801 Reg 7200 6 2006 174126.2972
2802 Reg 12375 5 2006 187625.5733
2803 Reg 11136 5 2006 199567.9464
2804 Reg 21370 5 2006 205328.0782
2805 Reg 8250 7 2006 166231.535
2806 IR1 5220 3 2006 154743.9161
2807 Reg 5500 5 2006 159714.53699999998
2808 IR1 11327 6 2006 185563.0691
2809 IR1 10366 7 2006 171500.7967
2810 Reg 9000 6 2006 180983.4438
2811 IR1 9535 5 2006 183141.2369
2812 IR1 7176 6 2006 178498.6345
2813 IR1 9662 4 2006 224323.7105
2814 Reg 8235 4 2006 218200.6421
2815 Reg 17529 5 2006 182283.1778
2816 Reg 20355 6 2006 190054.6392
2817 Reg 13050 6 2006 160192.4539
2818 Reg 10820 7 2006 171289.3936
2819 Reg 1700 5 2006 151131.0987
2820 Reg 9375 5 2006 181721.4582
2821 Reg 6488 5 2006 172725.0539
2822 Reg 19950 7 2006 222438.6991
2823 Reg 19800 8 2006 235419.3734
2824 IR1 11679 5 2006 185150.926
2825 Reg 12048 6 2006 184772.2396
2826 Reg 10519 8 2006 180658.2164
2827 Reg 9525 5 2006 209673.3166
2828 IR1 12128 4 2006 205939.8106
2829 Reg 9069 8 2006 165633.5733
2830 IR2 11003 5 2006 186030.3172
2831 IR1 7488 5 2006 160312.3196
2832 Reg 13377 5 2006 190702.4403
2833 Reg 11645 5 2006 175122.8103
2834 IR1 10984 5 2006 183783.1394
2835 Reg 9316 5 2006 178290.6663
2836 IR1 9316 5 2006 181605.34399999998
2837 Reg 12000 5 2006 187992.4514
2838 Reg 13015 6 2006 188885.1178
2839 IR1 12438 5 2006 189959.3448
2840 IR1 8685 5 2006 179258.6192
2841 IR1 9272 5 2006 181518.7503
2842 IR1 13426 5 2006 193008.6592
2843 IR1 8340 6 2006 186313.8939
2844 IR1 10385 6 2006 181499.3919
2845 Reg 7200 8 2006 174126.2972
2846 IR1 9930 5 2006 183918.6121
2847 IR2 9468 5 2006 184114.2709
2848 Reg 11088 5 2006 158540.9478
2849 Reg 8726 5 2006 197034.7591
2850 IR1 10566 5 2006 185170.2845
2851 IR2 21533 5 2006 221134.5336
2852 IR1 11250 5 2006 184306.6376
2853 Reg 11250 5 2006 199792.3027
2854 Reg 4435 5 2006 143237.8036
2855 Reg 8810 5 2006 177294.8389
2856 IR1 8581 5 2006 182368.6209
2857 Reg 8400 5 2006 176487.9432
2858 Reg 8772 5 2006 183849.4088
2859 Reg 8777 6 2006 184964.1415
2860 IR1 7840 5 2006 196395.9696
2861 Reg 16133 4 2006 188374.9367
2862 Reg 7162 5 2006 176261.2968
2863 Reg 8050 5 2006 163628.1422
2864 IR1 11060 5 2006 180618.0326
2865 Reg 3675 5 2006 161647.3298
2866 Reg 2522 5 2006 167129.5989
2867 Reg 6956 7 2006 174750.9884
2868 Reg 7822 3 2006 177560.2021
2869 Reg 8707 5 2006 192577.7961
2870 IR1 16012 4 2006 199202.89899999998
2871 Reg 8248 4 2006 182818.1567
2872 Reg 8088 3 2006 148217.2625
2873 Reg 11388 7 2006 188997.7971
2874 Reg 10890 5 2006 185807.9289
2875 Reg 6430 6 2006 177030.4778
2876 Reg 7000 8 2006 175942.4746
2877 Reg 4899 8 2006 172912.5186
2878 Reg 9399 8 2006 198359.2489
2879 Reg 10164 5 2006 184379.133
2880 Reg 6191 4 2006 194255.5669
2881 Reg 21780 5 2006 209449.6516
2882 Reg 12400 6 2006 169979.324
2883 IR1 8170 7 2006 188206.2819
2884 IR1 12320 7 2006 186412.4386
2885 IR1 14210 7 2006 196761.3864
2886 Reg 15600 7 2006 208353.2696
2887 Reg 7288 6 2006 166548.0672
2888 Reg 7000 7 2006 175942.4746
2889 Reg 8534 4 2006 166790.4579
2890 Reg 7030 6 2006 160515.8506
2891 Reg 9060 5 2006 192167.6211
2892 Reg 12366 5 2006 178751.5511
2893 Reg 9000 6 2006 198678.8941
2894 Reg 8520 5 2006 164553.1203
2895 IR1 5748 5 2006 156887.9329
2896 IR1 3842 5 2006 164185.7773
2897 IR1 23580 6 2006 212992.1206
2898 Reg 8385 5 2006 197468.5505
2899 Reg 9116 5 2006 180106.8437
2900 Reg 11080 6 2006 183972.0711
2901 IR1 50102 5 2006 245283.1983
2902 IR1 8098 5 2006 170351.9634
2903 Reg 13618 5 2006 195596.3077
2904 Reg 11577 5 2006 189369.7563
2905 Reg 31250 3 2006 223667.4046
2906 Reg 7020 5 2006 169335.3106
2907 Reg 2665 6 2006 167411.0284
2908 IR1 10172 7 2006 187709.555
2909 IR1 11836 5 2006 196526.003
2910 Reg 1470 6 2006 137402.5699
2911 Reg 1484 4 2006 165086.7751
2912 Reg 13384 5 2006 188506.4314
2913 Reg 1533 5 2006 172917.4568
2914 Reg 1526 5 2006 166274.3252
2915 Reg 1936 7 2006 167081.2209
2916 Reg 1894 5 2006 164788.7782
2917 Reg 20000 7 2006 219222.4234
2918 Reg 10441 5 2006 184924.2797
2919 Reg 9627 5 2006 187741.8667
